id,subject
97657,"Medicine, Research & Experimental"
28876,Astronomy & Astrophysics
238232,Oncology
53302,Anthropology
13327,"Chemistry, Physical"
91340,Surgery
254360,Plant Sciences
284535,Plant Sciences
250831,Environmental Sciences
19940,Urology & Nephrology
266036,"Agriculture, Dairy & Animal Science"
10352,"Geography, Physical"
56416,Optics
87446,Astronomy & Astrophysics
221731,"Chemistry, Medicinal"
41841,"Physics, Applied"
81321,Biodiversity Conservation
98262,"Physics, Condensed Matter"
84151,Hematology
126565,Surgery
233517,"Computer Science, Interdisciplinary Applications"
5524,"Physics, Particles & Fields"
78633,"Radiology, Nuclear Medicine & Medical Imaging"
243755,Pharmacology & Pharmacy
185838,"Mathematics, Applied"
170485,Astronomy & Astrophysics
16504,Oncology
315642,Telecommunications
131650,Marine & Freshwater Biology
185491,"Agriculture, Dairy & Animal Science"
65834,Environmental Sciences
243800,Surgery
181309,Oncology
219794,Optics
21267,Hematology
248171,Food Science & Technology
70514,Biology
84503,Cell Biology
150342,"Computer Science, Artificial Intelligence"
233382,Telecommunications
89447,Urology & Nephrology
253606,"Physics, Multidisciplinary"
270282,Urology & Nephrology
78966,Astronomy & Astrophysics
178096,Clinical Neurology
70514,Multidisciplinary Sciences
56994,Infectious Diseases
275592,Infectious Diseases
233749,"Physics, Applied"
208394,Urology & Nephrology
142422,"Computer Science, Artificial Intelligence"
65513,"Physics, Nuclear"
19646,Astronomy & Astrophysics
126997,Astronomy & Astrophysics
6824,Pharmacology & Pharmacy
283324,Ecology
104360,"Chemistry, Organic"
98948,"Chemistry, Medicinal"
240394,Hematology
233402,"Engineering, Electrical & Electronic"
116390,Oncology
84812,Urology & Nephrology
90571,"Engineering, Electrical & Electronic"
4169,"Physics, Particles & Fields"
38841,"Physics, Multidisciplinary"
284535,Pharmacology & Pharmacy
148046,"Computer Science, Software Engineering"
230676,Cardiac & Cardiovascular Systems
10316,Respiratory System
191792,Hematology
3002,"Physics, Particles & Fields"
23794,"Materials Science, Multidisciplinary"
291262,Urology & Nephrology
292379,Oceanography
121985,"Physics, Mathematical"
207056,"Computer Science, Theory & Methods"
75281,Urology & Nephrology
163723,Urology & Nephrology
34582,Hematology
78942,Astronomy & Astrophysics
95900,"Materials Science, Multidisciplinary"
291269,Urology & Nephrology
248539,Immunology
260631,"Engineering, Electrical & Electronic"
124290,"Physics, Condensed Matter"
149313,"Computer Science, Hardware & Architecture"
231931,Telecommunications
159418,Hematology
214001,"Physics, Condensed Matter"
198956,Surgery
15640,"Physics, Particles & Fields"
220065,"Computer Science, Theory & Methods"
137791,Clinical Neurology
203846,"Physics, Multidisciplinary"
50512,"Materials Science, Biomaterials"
259506,Pharmacology & Pharmacy
105534,Rheumatology
33556,Biochemical Research Methods
269742,Telecommunications
186581,Astronomy & Astrophysics
251560,Endocrinology & Metabolism
134412,"Engineering, Mechanical"
103612,"Computer Science, Information Systems"
124275,Cardiac & Cardiovascular Systems
313421,Logic
65513,"Physics, Atomic, Molecular & Chemical"
187238,Astronomy & Astrophysics
14043,Oncology
92656,Orthopedics
63433,"Chemistry, Multidisciplinary"
207714,Microscopy
216767,"Computer Science, Theory & Methods"
1697,"Physics, Multidisciplinary"
248379,Infectious Diseases
257301,"Engineering, Manufacturing"
91879,Clinical Neurology
68542,"Medicine, Research & Experimental"
122690,Oncology
150289,Oncology
127377,Astronomy & Astrophysics
223905,Plant Sciences
11412,"Computer Science, Information Systems"
149361,"Computer Science, Artificial Intelligence"
251377,"Computer Science, Artificial Intelligence"
288164,"Physics, Applied"
268369,"Physics, Multidisciplinary"
205881,Telecommunications
221463,Meteorology & Atmospheric Sciences
188773,Cardiac & Cardiovascular Systems
274288,Hematology
185491,Reproductive Biology
10569,"Engineering, Chemical"
84151,Immunology
106719,Virology
249346,Peripheral Vascular Disease
6184,Instruments & Instrumentation
38000,"Physics, Fluids & Plasmas"
6362,Geochemistry & Geophysics
13753,"Physics, Particles & Fields"
81734,Ornithology
235219,Astronomy & Astrophysics
288164,"Chemistry, Physical"
292926,Cardiac & Cardiovascular Systems
21267,Immunology
110754,Peripheral Vascular Disease
306257,Nanoscience & Nanotechnology
297586,"Chemistry, Multidisciplinary"
13713,"Physics, Multidisciplinary"
275732,"Chemistry, Physical"
222731,Oceanography
108452,Cell Biology
210290,Hematology
255468,Oncology
113626,Hematology
297903,"Engineering, Mechanical"
117211,Surgery
275660,Biochemistry & Molecular Biology
153523,"Engineering, Electrical & Electronic"
82351,Ecology
188997,Genetics & Heredity
250570,Urology & Nephrology
